ID,Stage,Priority,Capability,Type,Title,Description,CurrentEvidence,FilesAffected,Dependencies,DecisionRequired,SecurityImpact,DataImpact,AcceptanceCriteria,TestsRequired,EstimatedComplexity,RecommendedOrder,Status
STL-A23-003,Etapa A2.3,P0,Human approval,Technical,Contrato explicito de datos agregados (AggregateDataDeclaration),"Tipo estructurado (sensitiveCategory, aggregationLevel, groupSize, dimensions, sourceEntityType, sourceEntityId) + validador estricto en tiempo de ejecucion; nunca se infiere de texto libre ni se acepta un valor afirmado por el modelo.",Ningun mecanismo existente produce esta declaracion hoy (confirmado en el inventario),lib/stella/context/sensitive-population.ts,STL-A23-002,No,Medio,Ninguno,"Una declaracion estructuralmente invalida (groupSize no entero, negativo, decimal, ausente, o sin entidad fuente) se rechaza",lib/stella/context/__tests__/sensitive-population.test.ts,Media,92,Done
STL-A23-004,Etapa A2.3,P0,Human approval,Technical,Umbral minimo de grupo (fuente unica de verdad),MINIMUM_SENSITIVE_GROUP_SIZE = 10 como unica constante exportada; ningun llamador puede sobrescribirla (el contrato de declaracion no incluye un campo de umbral).,DR-002/DR-003 aprobados (umbral inicial 10),lib/stella/context/sensitive-population.ts,STL-A23-003,No,Bajo,Ninguno,La constante es un entero positivo; un test falla si cambia a un valor invalido; no existe ninguna ruta para sobrescribirla desde una declaracion o contexto,lib/stella/context/__tests__/sensitive-population.test.ts,Baja,93,Done
STL-A23-005,Etapa A2.3,P0,AI security,Technical,Evaluacion de riesgo de reidentificacion,"Taxonomia fija de cuasi-identificadores (edad exacta, fecha exacta, grado/curso, institucion especifica, localidad pequena, diagnostico/condicion poco frecuente, genero+grupo pequeno, periodo temporal estrecho, narrativa individual, rol familiar, ID interno estable); 2+ dimensiones co-ocurrentes bloquean incluso con groupSize valido.","Regla conservadora inicial, no matematicamente exhaustiva (documentado explicitamente, no presentado como garantia)",lib/stella/context/sensitive-population.ts,STL-A23-002,No,Alto,Ninguno,Combinaciones de 2+ cuasi-identificadores bloquean incluso con groupSize>=10; una sola dimension no bloquea por si sola,lib/stella/context/__tests__/sensitive-population.test.ts,Alta,94,Done
STL-A23-006,Etapa A2.3,P0,AI security,Technical,Integracion en context-guardrails.ts,"Nuevo paso en assertContextHasNoForbiddenData, ejecutado despues de la deteccion de PII de alto riesgo existente (DR-001), sobre outcomesSnapshot/indicatorsSnapshot/narrativeSummary; lanza StellaContextGuardrailError con codigo especifico sin incluir el valor detectado.",lib/stella/context/context-guardrails.ts (punto de wiring existente de DR-001),lib/stella/context/context-guardrails.ts; lib/stella/errors.ts (codigo anadido a StellaContextGuardrailError),STL-A23-002;STL-A23-005,No,Alto,Ninguno,"Las pruebas existentes de DR-001 en context-guardrails.test.ts siguen pasando sin cambios; el nuevo paso solo se anade, no reemplaza",lib/stella/context/__tests__/context-guardrails.test.ts (ampliada),Media,95,Done
STL-A23-007,Etapa A2.3,P1,AI security,Technical,Auditoria de intentos bloqueados en las 4 acciones,"Los 4 catch blocks mapean los 5 codigos nuevos a errores tipados especificos y registran un evento en audit_logs (categoria, estado de agregacion, codigo de razon) sin el valor detectado, antes de retornar.","lib/audit/logger.ts (logAuditAction, patron reutilizado de DR-005)",app/actions/stella/advisor.ts; composer.ts; validator.ts; reviewer.ts; lib/audit/logger.ts,STL-A23-006,No,Medio,Ninguno,Un bloqueo por datos sensibles crea exactamente una fila en audit_logs sin el valor detectado; el codigo de error especifico llega al llamador,Las 4 suites de accion (ampliadas),Media,96,Done
STL-A23-008,Etapa A2.3,P1,Provenance,Technical,Manifest flags para el caso permitido,"build-context-manifest.ts anade flags de vocabulario fijo cuando se detecta poblacion sensible en un contexto que SI paso el guardarrail (categoria, no valores); documentar por que el caso bloqueado no aparece en context_manifest (la peticion nunca llega a construir el manifiesto) sino en audit_logs.",lib/stella/context/build-context-manifest.ts (patron SENSITIVITY_FLAG existente),lib/stella/context/build-context-manifest.ts,STL-A23-006,No,Bajo,Ninguno,Las banderas nuevas siguen el invariante de literales escritos a mano; nunca contienen el texto detectado,lib/stella/context/__tests__/build-context-manifest.test.ts (ampliada),Baja,97,Done
STL-A23-009,Etapa A2.3,P2,Database,Decision,"Migracion de tamano de grupo verificado (disenada, no aplicada)","Diseno completo (columnas sensitivePopulationCategory/aggregationGroupSize/aggregationConfirmedBy/aggregationConfirmedAt en indicators) documentado como brecha y trabajo futuro; NO se aplica en esta sesion porque no existe ningun productor de esta informacion hoy (ninguna UI, ningun flujo) y construirla ahora seria inventar metadatos sin uso real.",STL-A23-001 (brecha confirmada); principio ya aplicado en sesiones anteriores (ai_provenance_links diferida hasta que exista un escritor real),STELLA_A2_DR002_DR003_IMPLEMENTATION_REPORT.md,STL-A23-001,Si,Medio,Ninguno,El diseno de columnas queda documentado con su justificacion de no aplicarse todavia,N/A (no implementado deliberadamente),N/A,98,Pending
STL-A23-010,Etapa A2.3,P2,Database,Decision,"Esquema Drizzle correspondiente (disenado, no aplicado)",Mismo alcance que STL-A23-009: el esquema Drizzle para las columnas propuestas se documenta pero no se anade a db/schema.ts en esta sesion.,STL-A23-009,STELLA_A2_DR002_DR003_IMPLEMENTATION_REPORT.md,STL-A23-009,Si,Bajo,Ninguno,El diseno de esquema Drizzle queda documentado,N/A (no implementado deliberadamente),N/A,99,Pending
STL-A23-011,Etapa A2.3,P0,AI security,Test,Pruebas unitarias de clasificacion/agregacion/reidentificacion,"Cobertura completa de la seccion 15 del encargo: permitidos (grupo>=10 agregado sin identificadores, datos generales) y bloqueados (grupo<10, tamano desconocido/cero/negativo/decimal, menor con nombre, combinaciones de alto riesgo, texto ambiguo, manipulacion del umbral, fail-closed).",N/A (pruebas nuevas),lib/stella/context/__tests__/sensitive-population.test.ts,STL-A23-002;STL-A23-003;STL-A23-004;STL-A23-005,No,Alto,Ninguno,Todos los casos de la seccion 15 tienen un test dedicado y pasan,La propia suite,Alta,100,Done
STL-A23-012,Etapa A2.3,P0,AI security,Test,Pruebas por accion de Stella (orden y no regresion),Para las 4 acciones: datos generales pasan; datos sensibles bloqueados antes de cuota/rate-limit/modelo; el payload y el manifiesto no contienen el valor bloqueado; consentimiento DR-005 y acceso DR-007 siguen funcionando sin cambios.,"app/actions/stella/__tests__/{advisor,composer,validator,reviewer}.test.ts (patron de mocks existente)","app/actions/stella/__tests__/{advisor,composer,validator,reviewer}.test.ts (ampliadas)",STL-A23-006;STL-A23-007,No,Alto,Ninguno,Las 4 suites incluyen un caso de bloqueo por poblacion sensible que verifica el orden respecto a cuota/rate-limit/modelo,Las 4 suites de accion,Media,101,Done
STL-A23-013,Etapa A2.3,P0,AI security,Test,Suite adversarial de evasion,"Casos de la seccion 17: afirmaciones de agregacion en prosa sin declaracion estructurada, groupSize incrustado en narrativa, intento de cambiar MINIMUM_SENSITIVE_GROUP_SIZE, ""ignora la politica"", combinaciones de alto riesgo, datos sensibles en titulos/outcomes/proxy names, numeros en palabras, Unicode/caracteres de control.",tests/stella-adversarial.test.ts / stella-adversarial-runtime.test.ts (patron establecido en A1.6/A2),tests/stella-sensitive-population-adversarial.test.ts (nuevo),STL-A23-006,No,Alto,Ninguno,"Los casos de la seccion 17 verifican estructura/control deterministico, nunca comportamiento del modelo real",La propia suite,Alta,102,Done
STL-A23-014,Etapa A2.3,P1,Database,Test,Verificacion de no regresion en DR-005/DR-007,Confirmar que el consentimiento organizacional y el control de acceso a stella_interactions siguen funcionando exactamente igual (ningun cambio de esquema ni de politica en este bloque).,"tests/integration/stella-ai-consent-rls.test.ts; tests/integration/stella-interactions-access-rls.test.ts (suites existentes, sin cambios esperados)","N/A (verificacion, no cambio de codigo)",STL-A23-012,No,Bajo,Ninguno,Las suites de integracion de DR-005 y DR-007 seguian pasando sin modificacion,pnpm test:integration,Baja,103,Done
STL-A23-015,Etapa A2.3,P0,Governance,Documentation,Documentacion de DR-002 y DR-003,"Actualizar STELLA_DECISION_REGISTER.md (DR-002 y DR-003 como IMPLEMENTADA TECNICAMENTE, no revision legal), STELLA_REVISED_BACKLOG.csv, STELLA_AI_DATA_GOVERNANCE_POLICY_DRAFT.md, STELLA_THREAT_MODEL.md, STELLA_A2_PREPARATION_REPORT.md; crear STELLA_A2_DR002_DR003_IMPLEMENTATION_REPORT.md.",Patron de cierre de bloque ya usado en DR-001/DR-005/DR-007,STELLA_DECISION_REGISTER.md; STELLA_AI_DATA_GOVERNANCE_POLICY_DRAFT.md; STELLA_THREAT_MODEL.md; STELLA_A2_PREPARATION_REPORT.md; STELLA_A2_DR002_DR003_IMPLEMENTATION_REPORT.md,STL-A23-011;STL-A23-012;STL-A23-013;STL-A23-014,No,Bajo,Ninguno,"Ningun documento afirma cumplimiento legal garantizado; el gate solo se declara aprobado si el sistema verifica agregacion real, no solo palabras clave",N/A (documental),Baja,104,Done
STL-A23-016,Etapa A2.3,P0,Governance,Documentation,Validacion final de DR-002/DR-003,"Ejecutar typecheck, lint, suite completa de Stella, test:unit, test:integration, drizzle-kit check (si aplica), validacion de CSV; documentar comandos omitidos y su razon.",Patron de validacion final ya usado en bloques anteriores,"N/A (validacion, no cambio de codigo)",STL-A23-015,No,Bajo,Ninguno,Todos los comandos ejecutados tienen su resultado exacto documentado; ninguno se afirma sin haberse ejecutado,Comandos listados en el informe de implementacion,Baja,105,Done
STL-A231-001,Etapa A2.3.1,P0,Governance,Research,Inventario de estructuras reutilizables (groupSize/verifiedBy/aggregation),"Buscar en todo el repo groupSize, populationSize, beneficiaryCount, participantCount, headcount, sampleSize, denominator, aggregation, verifiedBy, verifiedAt, minor, health, sensitive antes de disenar la migracion.",Confirmado: ningun campo de tamano de grupo estructurado existe fuera de sensitive-population.ts; financial_proxies.reviewStatus es el unico precedente reutilizable de flujo de verificacion humana.,N/A (investigacion),STL-A23-016,No,Bajo,Ninguno,Inventario documentado en STELLA_A2_AGGREGATION_DECLARATIONS_REPORT.md antes de disenar la migracion,N/A,Baja,106,Done
STL-A231-002,Etapa A2.3.1,P0,Governance,Design,Diseno e invariantes del sistema de declaraciones verificadas,Evaluar Opcion A (columnas por entidad) vs B (tabla central polimorfica) vs C (tabla por entidad); elegir B con allowlist estricta de entity_type + validacion de existencia/organizacion/proyecto en servicio.,Opcion B elegida y justificada en el informe de cierre,lib/stella/aggregation/entity-validation.ts,STL-A231-001,No,Medio,Diseno,Justificacion de descarte de A y C documentada,N/A,Media,107,Done
STL-A231-003,Etapa A2.3.1,P0,Governance,Technical,Modelo de datos minimo (sin datos individuales),"Definir columnas: entity_type/entity_id, sensitive_category, aggregation_level, group_size, group_size_bucket, dimensions, count_source_type/id/note, verification_status, declared_by, verified_by/at, policy_version, minimum_group_size_applied, revoked_by/at/reason, supersedes/superseded_by.",lib/stella/aggregation/types.ts,lib/stella/aggregation/types.ts,STL-A231-002,No,Alto,Diseno,"Ningun campo individual (nombre, diagnostico, testimonio, direccion) en el modelo",N/A,Media,108,Done
STL-A231-004,Etapa A2.3.1,P0,Governance,Technical,Migracion aditiva stella_sensitive_aggregation_declarations,"Nueva tabla con CHECK constraints para cada enum fijo, indice unico parcial (organization_id, project_id, entity_type, entity_id, sensitive_category) WHERE verification_status IN (pending, verified), privilegios minimos desde el inicio (authenticated=SELECT).","db/migrations/0046_stella_sensitive_aggregation_declarations.sql, aplicada al stack local",db/migrations/0046_stella_sensitive_aggregation_declarations.sql,STL-A231-003,No,Alto,Migracion,drizzle-kit check sin drift; migracion aplicada solo al stack local,tests/integration/stella-sensitive-aggregation-declarations-rls.test.ts,Alta,109,Done
STL-A231-005,Etapa A2.3.1,P0,Governance,Technical,Esquema Drizzle stellaSensitiveAggregationDeclarations,Agregar la tabla a db/schema.ts con los mismos CHECK/indice unico parcial que la migracion SQL.,db/schema.ts,db/schema.ts,STL-A231-004,No,Medio,Ninguno,drizzle-kit check sin drift,N/A (verificado por drizzle-kit check),Baja,110,Done
STL-A231-006,Etapa A2.3.1,P0,Governance,Technical,RLS y privilegios de la tabla de declaraciones,"Politica SELECT por organizacion activa (sin bypass general de super_admin, igual criterio que DR-007); sin politica INSERT/UPDATE/DELETE; authenticated=SELECT unicamente desde la creacion.","db/policies/011_stella_sensitive_aggregation_declarations_rls.sql, aplicada al stack local",db/policies/011_stella_sensitive_aggregation_declarations_rls.sql,STL-A231-004,No,Alto,Ninguno,authenticated no puede INSERT/UPDATE/DELETE via PostgREST (42501); cross-org bloqueado,tests/integration/stella-sensitive-aggregation-declarations-rls.test.ts,Media,111,Done
STL-A231-007,Etapa A2.3.1,P0,Governance,Technical,Registro central de politica y versiones,"SENSITIVE_AGGREGATION_POLICY_VERSION, MINIMUM_SENSITIVE_GROUP_SIZE (unica fuente, reexportada desde sensitive-population.ts), ALLOWED_SENSITIVE_ENTITY_TYPES, ALLOWED_AGGREGATION_DIMENSIONS, HIGH_RISK_DIMENSION_COMBINATIONS, MAX_AGGREGATION_DIMENSIONS.",lib/stella/aggregation/policy.ts,"lib/stella/aggregation/policy.ts, lib/stella/context/sensitive-population.ts",STL-A231-003,No,Alto,Ninguno,Ningun literal duplicado del umbral en el repo; servidor nunca acepta version/umbral del cliente,lib/stella/aggregation/__tests__/policy.test.ts,Media,112,Done
STL-A231-008,Etapa A2.3.1,P0,Governance,Technical,Servicio de creacion de declaraciones,"createSensitiveAggregationDeclaration: valida rol (organization_admin/analyst), tipo de entidad, categoria, tamano, fuente de conteo, existencia+alcance de la entidad; inserta en estado pending.",lib/stella/aggregation/declaration-service.ts,lib/stella/aggregation/declaration-service.ts,STL-A231-005;STL-A231-007,No,Alto,Ninguno,Ninguna declaracion se auto-verifica al crearse; viewer no puede crear,lib/stella/aggregation/__tests__/declaration-service.test.ts,Alta,113,Done
STL-A231-009,Etapa A2.3.1,P0,Governance,Technical,Servicio de verificacion de declaraciones,"verifySensitiveAggregationDeclaration: re-valida rol EXACTO (organization_admin, sin bypass jerarquico), umbral, allowlist/maximo/combinaciones de alto riesgo de dimensiones, en el momento de verificar, no solo al crear.",lib/stella/aggregation/declaration-service.ts,lib/stella/aggregation/declaration-service.ts,STL-A231-008,No,Alto,Ninguno,Grupo de 9 rechazado en verificacion aunque haya pasado la creacion; super_admin sin membresia explicita no verifica,lib/stella/aggregation/__tests__/declaration-service.test.ts,Alta,114,Done
STL-A231-010,Etapa A2.3.1,P0,Governance,Technical,Servicio de revocacion y supersesion de declaraciones,"revokeSensitiveAggregationDeclaration preserva la fila (nunca DELETE); supersedeSensitiveAggregationDeclaration crea una declaracion nueva y marca la anterior superseded, conservando el historial via supersedes/superseded_by.",lib/stella/aggregation/declaration-service.ts,lib/stella/aggregation/declaration-service.ts,STL-A231-009,No,Alto,Ninguno,Revocar/superar nunca borra una fila; una fila revoked/superseded nunca se reinterpreta como valida,lib/stella/aggregation/__tests__/declaration-service.test.ts,Media,115,Done
STL-A231-011,Etapa A2.3.1,P0,Governance,Technical,Servicio de consulta de declaraciones (estado + valida),"getSensitiveAggregationDeclarationStatus (DTO minimo, sin actor/fechas de detalle) y findValidSensitiveAggregationDeclaration (para el guardarrail); ambos reclasifican una fila verified contra la POLITICA ACTUAL (below_threshold/invalid_dimensions/outdated_policy si el umbral o allowlist cambiaron desde la verificacion).",lib/stella/aggregation/declaration-query.ts,lib/stella/aggregation/declaration-query.ts,STL-A231-007,No,Alto,Ninguno,Un cambio de umbral no mantiene automaticamente validas declaraciones antiguas,lib/stella/aggregation/__tests__/declaration-query.test.ts,Alta,116,Done
STL-A231-012,Etapa A2.3.1,P0,Governance,Technical,Autorizacion — roles de creacion vs verificacion,"organization_admin y analyst pueden crear (pending); solo organization_admin puede verificar/revocar, con coincidencia EXACTA de rol (sin bypass jerarquico de super_admin), mismo criterio que el gate de consentimiento de DR-005.",CREATE_ROLES/VERIFY_ROLES en declaration-service.ts,lib/stella/aggregation/declaration-service.ts,STL-A231-008,Si,Alto,Ninguno,viewer/reviewer nunca crean ni verifican; analyst crea pero no verifica,"lib/stella/aggregation/__tests__/declaration-service.test.ts, declaration-adversarial.test.ts",Media,117,Done
STL-A231-013,Etapa A2.3.1,P0,Governance,Technical,Integracion con context-guardrails.ts (async + entidad exacta),assertContextHasNoForbiddenData ahora es async; cada cadena escaneada se etiqueta con su entidad real (entityType/entityId); una mencion agregada consulta findValidSensitiveAggregationDeclaration acotada a esa entidad exacta; una senal individual o de reidentificacion nunca consulta una declaracion.,lib/stella/context/context-guardrails.ts; ademas corrige una brecha preexistente: reportSections[].title nunca se escaneaba,"lib/stella/context/context-guardrails.ts, app/actions/stella/*.ts (await agregado)",STL-A231-011,No,Alto,Ninguno,Una declaracion de otra entidad/categoria/organizacion nunca desbloquea; individual siempre bloquea sin consultar,lib/stella/context/__tests__/context-guardrails.test.ts,Alta,118,Done
STL-A231-014,Etapa A2.3.1,P0,Governance,Technical,Endurecimiento adversarial de sensitive-population.ts,"Normalizacion de caracteres invisibles/control (reemplazo por espacio, nunca eliminacion) y cotejo declarado-vs-mencionado (bloquea si el numero en el texto no coincide con groupSize declarado).",lib/stella/context/sensitive-population.ts,lib/stella/context/sensitive-population.ts,STL-A231-013,No,Alto,Ninguno,Espacio de ancho cero entre numero y sustantivo no evade el bloqueo; discordancia declarado-vs-mencionado bloquea,lib/stella/context/__tests__/sensitive-population-adversarial.test.ts,Media,119,Done
STL-A231-015,Etapa A2.3.1,P0,Governance,Technical,Integracion con build-context-manifest.ts,Sin cambio de forma (la bandera existente sensitive_population_aggregate_present ya cubre el caso permitido); verificado que sigue sin exponer valores.,lib/stella/context/__tests__/build-context-manifest.test.ts sigue en verde,lib/stella/context/build-context-manifest.ts (sin cambios),STL-A231-013,No,Medio,Ninguno,Ningun valor de dimension/tamano exacto en el manifiesto,lib/stella/context/__tests__/build-context-manifest.test.ts,Baja,120,Done
STL-A231-016,Etapa A2.3.1,P0,Governance,Technical,Server actions de declaracion (crear/verificar/revocar) + auditoria,"app/actions/stella/aggregation-declarations.ts: resuelve actor/organizacion en servidor, nunca confia en rol/version/umbral del cliente; registra auditoria sin contenido sensible (solo entityType/sensitiveCategory/reasonCode).",app/actions/stella/aggregation-declarations.ts,"app/actions/stella/aggregation-declarations.ts, lib/audit/logger.ts",STL-A231-008;STL-A231-009;STL-A231-010,No,Alto,Ninguno,Auditoria nunca contiene groupSize/dimensions/razon de revocacion como texto libre sensible,app/actions/stella/__tests__/aggregation-declarations.test.ts,Media,121,Done
STL-A231-017,Etapa A2.3.1,P0,Governance,Test,Pruebas unitarias del modulo de agregacion,"policy.ts, entity-validation.ts, declaration-service.ts (create/verify/revoke/supersede), declaration-query.ts (8 estados + fail-closed).",lib/stella/aggregation/__tests__/*.test.ts,lib/stella/aggregation/__tests__/,STL-A231-008;STL-A231-009;STL-A231-010;STL-A231-011,No,Bajo,Ninguno,"89 pruebas unitarias en verde (policy 18, entity-validation 15, declaration-service 39, declaration-query 17)","lib/stella/aggregation/__tests__/policy.test.ts, entity-validation.test.ts, declaration-service.test.ts, declaration-query.test.ts",Alta,122,Done
STL-A231-018,Etapa A2.3.1,P0,Governance,Test,Pruebas de server actions de declaracion,"UNAUTHORIZED, rol resuelto del servidor (no del cliente), auditoria sin contenido sensible, mapeo de errores del servicio.",app/actions/stella/__tests__/aggregation-declarations.test.ts,app/actions/stella/__tests__/aggregation-declarations.test.ts,STL-A231-016,No,Bajo,Ninguno,9 pruebas en verde,app/actions/stella/__tests__/aggregation-declarations.test.ts,Media,123,Done
STL-A231-019,Etapa A2.3.1,P0,Governance,Test,Pruebas RLS de stella_sensitive_aggregation_declarations,"Aislamiento por organizacion en SELECT; authenticated sin INSERT/UPDATE/DELETE (42501); has_table_privilege por rol; indice unico parcial (rechaza duplicado activo, permite tras revocar).",tests/integration/stella-sensitive-aggregation-declarations-rls.test.ts,tests/integration/stella-sensitive-aggregation-declarations-rls.test.ts,STL-A231-006,No,Bajo,Ninguno,11 pruebas en verde contra el stack local,tests/integration/stella-sensitive-aggregation-declarations-rls.test.ts,Alta,124,Done
STL-A231-020,Etapa A2.3.1,P0,Governance,Test,"Prueba end-to-end local (grupo 10 permitido, grupo 9 bloqueado)","Contra el stack local real: crear+verificar una declaracion de tamano 10 para un outcome real, confirmar que assertContextHasNoForbiddenData permite ese outcome; crear una de tamano 9, confirmar que falla en verificacion y el outcome sigue bloqueado; confirmar que una declaracion de OTRA entidad no desbloquea.",tests/integration/stella-sensitive-aggregation-e2e.test.ts,tests/integration/stella-sensitive-aggregation-e2e.test.ts,STL-A231-013;STL-A231-019,No,Bajo,Ninguno,"3 pruebas en verde contra el stack local, sin mocks",tests/integration/stella-sensitive-aggregation-e2e.test.ts,Alta,125,Done
STL-A231-021,Etapa A2.3.1,P0,Governance,Test,Suite adversarial de declaraciones,"Escalamiento de rol, manipulacion de umbral/bucket/version/estado, evasion de allowlist de dimensiones, reuso cross-tenant/cross-entidad, reuso de declaraciones revoked/superseded, payloads senuelo/prototype-pollution.",lib/stella/aggregation/__tests__/declaration-adversarial.test.ts,lib/stella/aggregation/__tests__/declaration-adversarial.test.ts,STL-A231-017,No,Bajo,Ninguno,18 pruebas en verde,lib/stella/aggregation/__tests__/declaration-adversarial.test.ts,Alta,126,Done
STL-A231-022,Etapa A2.3.1,P0,Governance,Test,No regresion de DR-001/DR-005/DR-007 y de la suite Stella completa,"Re-ejecutar toda la suite Stella, la suite de consentimiento/acceso, y las suites RLS existentes tras el cambio a async del guardarrail.",STELLA_A2_AGGREGATION_DECLARATIONS_REPORT.md#25,N/A (validacion),STL-A231-013,No,Bajo,Ninguno,0 fallos en la suite completa (unitaria + integracion),Suite completa,Media,127,Done
STL-A231-023,Etapa A2.3.1,P1,Governance,UI,UI minima de gestion de declaraciones (diferida),No se identifico una ubicacion coherente en la UI actual (sin pantalla de configuracion de proyecto para datos sensibles). Se documenta como tarea futura de producto; servicios y server actions ya estan listos para que una futura pantalla los use.,STELLA_A2_AGGREGATION_DECLARATIONS_REPORT.md#22,Ninguno (no implementado),STL-A231-016,Si,Bajo,Ninguno,Documentado explicitamente como pendiente; el gate se marca APROBADO CON RESERVAS por esta razon,N/A,Media,128,Pending
STL-A231-024,Etapa A2.3.1,P0,Governance,Documentation,Documentacion y validacion final de Etapa A2.3.1,"Actualizar STELLA_DECISION_REGISTER.md, STELLA_AI_DATA_GOVERNANCE_POLICY_DRAFT.md, STELLA_THREAT_MODEL.md, STELLA_A2_PREPARATION_REPORT.md, STELLA_A2_DR002_DR003_IMPLEMENTATION_REPORT.md; crear STELLA_A2_AGGREGATION_DECLARATIONS_REPORT.md; ejecutar typecheck/lint/suite completa/drizzle-kit check/validacion de CSV y reportar resultados exactos.",STELLA_A2_AGGREGATION_DECLARATIONS_REPORT.md,Documentacion + STELLA_REVISED_BACKLOG.csv,STL-A231-020;STL-A231-021;STL-A231-022,No,Bajo,Ninguno,Todos los comandos reportados fueron efectivamente ejecutados,N/A (validacion),Media,129,Done
STL-A232-001,Etapa A2.3.2,P0,Governance,Research,Verificacion de las 8 reservas e inventario de consultas actuales,"Confirmar el estado real de cada una de las 8 reservas de STELLA_A2_AGGREGATION_DECLARATIONS_REPORT.md antes de disenar nada; inventariar cada llamada a findValidSensitiveAggregationDeclaration (N+1 potencial) y decidir la ubicacion minima coherente de la UI (patron OutcomeTaxonomyMapper.tsx, montado por-outcome en outcomes/page.tsx).",Exploracion dedicada de la sesion; OutcomeAllocationWrapper.tsx confirmado como el patron de wrapper servidor -> cliente ya usado en esa misma pagina,N/A (investigacion),STL-A231-024,No,Bajo,Ninguno,Las 8 reservas quedan verificadas explicitamente antes de tocar codigo; la ubicacion de la UI queda decidida y justificada,N/A,Baja,130,Done
STL-A232-002,Etapa A2.3.2,P0,Database,Technical,Cliente de base de datos compartido para transacciones (TxClient/QueryClient),"Tipo compartido type TxClient = Parameters<Parameters<typeof db.transaction>[0]>[0]; type QueryClient = typeof db | TxClient para que los mismos metodos del servicio escriban indistintamente via db o via un tx sin duplicar logica.",db.transaction se usaba una sola vez en el repo (lib/pipeline/sroi-calculation.ts) y nunca se propagaba a funciones de servicio separadas; este bloque establece ese patron por primera vez,lib/stella/aggregation/declaration-service.ts,STL-A232-001,No,Medio,Ninguno,createDeclarationWithClient acepta indistintamente db o tx sin duplicar validaciones,lib/stella/aggregation/__tests__/declaration-service.test.ts,Media,131,Done
STL-A232-003,Etapa A2.3.2,P0,Database,Technical,Sustitucion (supersede) transaccional con rollback probado,"supersedeSensitiveAggregationDeclaration en una unica transaccion: bloquea la declaracion anterior con SELECT ... FOR UPDATE; la marca superseded PRIMERO (orden critico); luego inserta la nueva via createDeclarationWithClient(tx); luego enlaza supersededByDeclarationId; cualquier fallo interno revierte TODO (incluida la marca de superseded).","Bug real detectado con Postgres local: insertar la nueva fila ANTES de marcar la anterior chocaba con el indice unico parcial cuando ambas apuntan a la misma entidad+categoria; corregido reordenando la secuencia dentro de la misma transaccion",lib/stella/aggregation/declaration-service.ts,STL-A232-002,No,Alto,Ninguno,Una sustitucion fallida (entidad inexistente o colision de indice unico) deja la declaracion anterior intacta y no crea fila huerfana,tests/integration/stella-sensitive-aggregation-transactions.test.ts,Alta,132,Done
STL-A232-004,Etapa A2.3.2,P0,Database,Technical,Bloqueo de fila (FOR UPDATE) en verificar y revocar,"verifySensitiveAggregationDeclaration y revokeSensitiveAggregationDeclaration envueltos en db.transaction con SELECT ... FOR UPDATE antes de leer/actualizar el estado; el indice unico parcial existente (migracion 0046) sigue siendo el respaldo para colisiones de CREATE concurrente (no hay fila que bloquear todavia).",Migracion 0046 (Etapa A2.3.1) ya definia el indice unico parcial; este bloque no crea ninguna migracion nueva,lib/stella/aggregation/declaration-service.ts,STL-A232-002,No,Alto,Ninguno,Dos verificaciones concurrentes de la misma fila producen exactamente un exito y un ALREADY_VERIFIED,tests/integration/stella-sensitive-aggregation-transactions.test.ts,Media,133,Done
STL-A232-005,Etapa A2.3.2,P1,Database,Technical,Correccion de isUniqueViolation (bug real de version de Drizzle),"Bug real detectado solo contra Postgres local: esta version de Drizzle envuelve el error del driver postgres-js en DrizzleQueryError, que no reenvia .code; el codigo real 23505 solo sobrevive en error.cause.code. isUniqueViolation ahora revisa ambos.","Mocks ingenuos (Object.assign(new Error(), {code:'23505'})) hacian pasar la prueba unitaria sin detectar el bug; solo la prueba de integracion contra Postgres real lo revelo",lib/stella/aggregation/declaration-service.ts,STL-A232-003,No,Alto,Ninguno,Una violacion real de unicidad contra Postgres local se mapea a ACTIVE_DECLARATION_EXISTS y no a UNKNOWN_ERROR,"lib/stella/aggregation/__tests__/declaration-service.test.ts (regresion con forma envuelta real); tests/integration/stella-sensitive-aggregation-transactions.test.ts",Media,134,Done
STL-A232-006,Etapa A2.3.2,P0,Database,Test,Auditoria de concurrencia contra Postgres local (sin mocks),"6 escenarios contra el stack local real via Promise.all: doble verificacion, verificar-vs-revocar, doble creacion, sustituir-vs-revocar, doble sustitucion — todos con exactamente un ganador y estado final consistente, nunca corrupto.",Ninguna prueba de concurrencia real existia antes de este bloque (las suites previas usaban mocks secuenciales),tests/integration/stella-sensitive-aggregation-transactions.test.ts,STL-A232-003;STL-A232-004,No,Alto,Ninguno,Los 6 escenarios pasan de forma reproducible contra Postgres local; ningun estado final deja dos declaraciones activas para la misma entidad+categoria,tests/integration/stella-sensitive-aggregation-transactions.test.ts,Alta,135,Done
